obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,gA(s^-1),fik,log_gf,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""570.23063""","=""0.00007""","=""570.23060""","=""0.00004""","=""55""","=""4.42e+07""","=""1.96e-02""","=""-0.666""",B,"=""3.44884096""","=""5.62251964""","=""3d4.4s2""","=""b 3G""","=""5""","=""3d5.(4G).4p""","=""z 3H*""","=""6""",,"=""u10""","=""L14866""",
"=""571.98157""","=""0.00016""","=""571.98168""","=""0.00004""","=""10""","=""4.46e+06""","=""3.13e-03""","=""-1.659""",B,"=""3.01329987""","=""5.18032406""","=""3d5.(4D).4s""","=""b 5D""","=""3""","=""3d4.(5D).4s.4p.(1P*)""","=""y 5D*""","=""4""",,"=""u10""","=""L14866""",
"=""578.30642""","=""0.00007""","=""578.30643""","=""0.00004""","=""77""","=""6.3e+07""","=""1.1e-01""","=""-0.50""",D,"=""3.32301220""","=""5.46633655""","=""3d5.(6S).4p""","=""z 5P*""","=""1""","=""3d5.(6S).4d""","=""e 5D""","=""1""",,"=""T4288""","=""L14866""",
"=""578.38498""","=""0.00003""","=""578.385010""","=""0.000024""","=""100""","=""1.01e+08""","=""1.01e-01""","=""-0.295""",B,"=""3.32231395""","=""5.46534712""","=""3d5.(6S).4p""","=""z 5P*""","=""2""","=""3d5.(6S).4d""","=""e 5D""","=""2""",,"=""u10""","=""L14866""",
"=""578.49694""","=""0.00007""","=""578.496971""","=""0.000024""","=""85""","=""8.33e+07""","=""5.97e-02""","=""-0.379""",B,"=""3.32122225""","=""5.46384067""","=""3d5.(6S).4p""","=""z 5P*""","=""3""","=""3d5.(6S).4d""","=""e 5D""","=""3""",,"=""u10""","=""L14866""",
"=""578.79184""","=""0.00003""","=""578.791876""","=""0.000020""","=""170""","=""1.64e+08""","=""1.65e-01""","=""-0.083""",B,"=""3.32231395""","=""5.46384067""","=""3d5.(6S).4p""","=""z 5P*""","=""2""","=""3d5.(6S).4d""","=""e 5D""","=""3""",,"=""u10""","=""L14866""",
"=""583.8669""","=""0.0002""","=""583.86698""","=""0.00004""","=""6""","=""3.2e+06""","=""5.5e-03""","=""-1.78""",D,"=""3.01114742""","=""5.13405969""","=""3d5.(4D).4s""","=""b 5D""","=""1""","=""3d4.(5D).4s.4p.(1P*)""","=""y 5D*""","=""2""",,"=""T4288""","=""L14866""",
"=""584.4595""","=""0.0002""","=""584.45958""","=""0.00004""","=""6""","=""3.4e+06""","=""2.5e-03""","=""-1.76""",D,"=""3.01329987""","=""5.13405969""","=""3d5.(4D).4s""","=""b 5D""","=""3""","=""3d4.(5D).4s.4p.(1P*)""","=""y 5D*""","=""2""",,"=""T4288""","=""L14866""",
"=""633.00911""","=""0.00004""","=""633.00913""","=""0.00003""","=""360""","=""2.0e+05""","=""2.4e-04""","=""-2.91""",D,"=""0.94143042""","=""2.89953685""","=""3d5.(6S).4s""","=""a 5S""","=""2""","=""3d5.(6S).4p""","=""z 7P*""","=""3""",,"=""T4288""","=""L14866""",
"=""663.00106""","=""0.00009""","=""663.00112""","=""0.00004""","=""75""","=""4.2e+04""","=""3.1e-05""","=""-3.56""",D,"=""1.03000806""","=""2.89953685""","=""3d4.4s2""","=""a 5D""","=""4""","=""3d5.(6S).4p""","=""z 7P*""","=""3""",,"=""T4288""","=""L14866""",
"=""666.10744""","=""0.00009""","=""666.10739""","=""0.00005""","=""38""","=""9.9e+07""","=""7.3e-02""","=""-0.18""",D,"=""4.19265380""","=""6.05346444""","=""3d4.(5D).4s.4p.(3P*)""","=""z 5D*""","=""4""","=""3d4.4s.5s""","=""f 5D""","=""4""",,"=""T4288""","=""L14866""",
"=""666.92806""","=""0.00018""","=""666.92810""","=""0.00006""","=""15""","=""4.1e+07""","=""3.9e-02""","=""-0.56""",D,"=""4.17473732""","=""6.03325810""","=""3d4.(5D).4s.4p.(3P*)""","=""z 5D*""","=""3""","=""3d4.4s.5s""","=""f 5D""","=""3""",,"=""T4288""","=""L14866""",
"=""688.240""","=""0.005""","=""688.25069""","=""0.00006""","=""75""","=""5.95e+07""","=""8.46e-02""","=""-0.374""",B,"=""3.43793441""","=""5.23887703""","=""3d4.(5D).4s.4p.(3P*)""","=""y 7P*""","=""2""","=""3d5.(6S).4d""","=""e 7D""","=""2""",,"=""u10""","=""L808""",
"=""688.305""","=""0.005""","=""688.30525""","=""0.00008""","=""150""","=""5.34e+07""","=""7.59e-02""","=""-0.421""",B,"=""3.43793441""","=""5.23873429""","=""3d4.(5D).4s.4p.(3P*)""","=""y 7P*""","=""2""","=""3d5.(6S).4d""","=""e 7D""","=""1""",,"=""u10""","=""L808""",
"=""692.52700""","=""0.00005""","=""692.52694""","=""0.00003""","=""250""","=""6.5e+07""","=""6.7e-02""","=""-0.33""",D,"=""3.44926489""","=""5.23908705""","=""3d4.(5D).4s.4p.(3P*)""","=""y 7P*""","=""3""","=""3d5.(6S).4d""","=""e 7D""","=""3""",,"=""T4288""","=""L14866""",
"=""697.83976""","=""0.00005""","=""697.83983""","=""0.00004""","=""640""","=""1.90e+08""","=""1.54e-01""","=""0.143""",B,"=""3.46352849""","=""5.23972421""","=""3d4.(5D).4s.4p.(3P*)""","=""y 7P*""","=""4""","=""3d5.(6S).4d""","=""e 7D""","=""5""",,"=""u10""","=""L14866""",
"=""697.97945""","=""0.00005""","=""697.97942""","=""0.00004""","=""190""","=""5.3e+07""","=""4.3e-02""","=""-0.41""",D,"=""3.46352849""","=""5.23936898""","=""3d4.(5D).4s.4p.(3P*)""","=""y 7P*""","=""4""","=""3d5.(6S).4d""","=""e 7D""","=""4""",,"=""T4288""","=""L14866""",
"=""698.09033""","=""0.00010""","=""698.09025""","=""0.00005""","=""34""","=""1.0e+07""","=""8.5e-03""","=""-1.11""",D,"=""3.46352849""","=""5.23908705""","=""3d4.(5D).4s.4p.(3P*)""","=""y 7P*""","=""4""","=""3d5.(6S).4d""","=""e 7D""","=""3""",,"=""T4288""","=""L14866""",
"=""717.056""","=""0.005""","=""717.05290""","=""0.00015""","=""15""","=""2.8e+06""","=""2.4e-03""","=""-1.67""",E,"=""4.1055150""","=""5.83411881""","=""3d5.(2F1).4s""","=""b 3F""","=""4""","=""3d5.(4G).4p""","=""y 3G*""","=""5""",,"=""T2268""","=""L808""",
"=""735.58905""","=""0.00005""","=""735.58903""","=""0.00004""","=""1400""","=""6.40e+07""","=""1.04e-01""","=""-0.285""",B,"=""2.88945207""","=""4.57449693""","=""3d5.(6S).4p""","=""z 7P*""","=""2""","=""3d5.(6S).5s""","=""e 7S""","=""3""",,"=""u10""","=""L14866""",
"=""740.01798""","=""0.00005""","=""740.01798""","=""0.00004""","=""1900""","=""9.45e+07""","=""1.11e-01""","=""-0.110""",B,"=""2.89953685""","=""4.57449693""","=""3d5.(6S).4p""","=""z 7P*""","=""3""","=""3d5.(6S).5s""","=""e 7S""","=""3""",,"=""u10""","=""L14866""",
"=""891.62404""","=""0.00016""","=""891.62403""","=""0.00013""","=""75""","=""3.2e+06""","=""3.5e-03""","=""-1.41""",D,"=""3.89227274""","=""5.28243456""","=""3d5.(4F).4s""","=""a 5F""","=""5""","=""3d5.(4G).4p""","=""z 5G*""","=""6""",,"=""T4913""","=""L14866""",
"=""893.91912""","=""0.00016""","=""893.91918""","=""0.00014""","=""32""","=""6.9e+05""","=""1.7e-03""","=""-2.08""",D,"=""3.88753932""","=""5.27413188""","=""3d5.(4F).4s""","=""a 5F""","=""2""","=""3d5.(4G).4p""","=""z 5G*""","=""3""",,"=""T4913""","=""L14866""",
"=""895.57452""","=""0.00016""","=""895.57457""","=""0.00014""","=""23""","=""1.0e+06""","=""4.0e-03""","=""-1.92""",D,"=""3.8872001""","=""5.27122963""","=""3d5.(4F).4s""","=""a 5F""","=""1""","=""3d5.(4G).4p""","=""z 5G*""","=""2""",,"=""T4913""","=""L14866""",
